task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
74	af/3a4691	95312	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_39590436-39593013)	CACHED	0	2025-12-08 10:57:08.907	573ms	98ms	71.6%	1.7 MB	4.6 MB	137.1 KB	3.7 KB
76	68/df2795	95539	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_36314720-64334167)	CACHED	0	2025-12-08 10:57:08.996	685ms	105ms	59.3%	1.7 MB	4.6 MB	138.5 KB	4.3 KB
68	c7/cca563	95700	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_16146120-32867130)	CACHED	0	2025-12-08 10:57:09.053	643ms	96ms	63.1%	1.7 MB	4.6 MB	137 KB	3.7 KB
73	57/3c6cc2	95649	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr7_58169654-60828234)	CACHED	0	2025-12-08 10:57:09.036	664ms	87ms	63.7%	1.8 MB	4.6 MB	137 KB	3.7 KB
69	88/b5ee01	95305	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_238904048-242183529)	CACHED	0	2025-12-08 10:57:08.819	674ms	70ms	68.6%	1.7 MB	4.6 MB	137 KB	3.9 KB
86	37/63ff44	97311	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855)	CACHED	0	2025-12-08 10:57:09.501	469ms	68ms	102.9%	1.7 MB	4.6 MB	137.2 KB	3.8 KB
84	10/8c9228	97249	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_10001-207666)	CACHED	0	2025-12-08 10:57:09.488	441ms	66ms	83.6%	1.7 MB	4.6 MB	136.9 KB	3.5 KB
85	5e/d0707e	97462	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_51078349-54425074)	CACHED	0	2025-12-08 10:57:09.533	418ms	49ms	112.3%	1.8 MB	4.6 MB	137 KB	3.7 KB
88	59/e85b32	97523	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9055175-9057608)	CACHED	0	2025-12-08 10:57:09.544	412ms	50ms	104.7%	1.7 MB	4.6 MB	138 KB	3.8 KB
87	bb/ac234c	97605	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_41229379-41237752)	CACHED	0	2025-12-08 10:57:09.559	439ms	49ms	108.7%	1.8 MB	4.6 MB	137.9 KB	4 KB
27	1e/3949e2	233410	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:14:33.889	13.1s	12s	148.8%	5.3 GB	6.8 GB	5.2 GB	3.6 MB
24	bd/51778e	234443	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:14:46.977	8.1s	6.3s	158.7%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
34	01/2823a2	235073	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:14:55.142	6.3s	5.8s	173.1%	5.3 GB	6 GB	5.2 GB	3.6 MB
41	a4/9260c3	235804	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:01.446	6.4s	5.8s	180.4%	5.3 GB	6 GB	5.2 GB	3.6 MB
37	75/ac261d	236535	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:07.834	6.5s	6s	166.7%	5.3 GB	6.7 GB	5.2 GB	3.6 MB
31	6d/c2413a	237155	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:14.429	6.3s	5.8s	177.3%	5.3 GB	5.9 GB	5.2 GB	3.6 MB
21	bb/0b860b	237877	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:20.725	7.1s	6.6s	169.7%	5.3 GB	12.2 GB	5.2 GB	3.9 MB
39	34/40fba6	238506	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:27.855	6.6s	6.1s	175.7%	5.3 GB	12.3 GB	5.2 GB	3.6 MB
29	79/f9cf5f	239137	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:34.501	7s	6.5s	180.7%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
30	e8/14b41f	239759	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:41.542	6.4s	6s	171.1%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
36	87/7df165	240385	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:47.982	6.3s	5.8s	172.6%	5.3 GB	5.9 GB	5.2 GB	3.6 MB
32	90/0067ce	241117	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-08 14:15:54.284	6.3s	5.6s	171.0%	5.3 GB	6 GB	5.2 GB	3.6 MB
89	20/422a47	242147	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (R1)	COMPLETED	0	2025-12-08 14:16:02.769	53.2s	51.9s	134.0%	7.9 GB	29.7 GB	6.1 GB	9.9 MB
90	7a/f881ce	243702	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (R1)	COMPLETED	0	2025-12-08 14:17:02.298	18.5s	17s	102.0%	356.1 MB	430.4 MB	5.9 GB	293.6 KB
91	b8/8d8659	243701	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (R1)	COMPLETED	0	2025-12-08 14:17:02.284	1m 3s	1m 2s	100.3%	2 GB	2.1 GB	4.1 GB	31.9 MB
97	ab/a924dd	354	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.766	17.3s	16.7s	150.5%	529.8 MB	7.5 GB	297.9 MB	717.1 KB
103	8a/cc6311	387	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.793	19.4s	18.7s	154.6%	596.9 MB	11.9 GB	459.6 MB	962.5 KB
101	dc/4f9fb9	369	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.783	19.4s	18.8s	175.2%	516.4 MB	11.8 GB	535.9 MB	983.4 KB
105	4a/bf28f2	245697	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.319	20s	18.8s	174.3%	497 MB	11.9 GB	332.8 MB	1.1 MB
104	c7/544ce1	346	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.751	19.8s	19.1s	159.6%	609.2 MB	11.8 GB	606.2 MB	925.8 KB
100	cc/f08612	358	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.775	20.6s	20s	165.6%	500.8 MB	11 GB	397.2 MB	1 MB
96	31/21e9e7	411	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:05.801	21s	20.4s	173.3%	663.7 MB	7.6 GB	360.7 MB	1.1 MB
106	60/3c0936	7718	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:23.120	14.1s	13s	193.6%	947.1 MB	11.9 GB	350.3 MB	738 KB
108	aa/b8ea96	9190	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:25.207	13.8s	13.3s	221.6%	748.6 MB	11.7 GB	531.7 MB	721.4 KB
94	b7/ed9f1a	9625	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:25.568	14.3s	13.7s	199.1%	898.7 MB	11.8 GB	307.8 MB	814 KB
107	3c/a2a20e	9155	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:25.167	15.4s	15s	217.3%	1 GB	11.7 GB	693.9 MB	1.2 MB
99	2b/8f6092	9277	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:25.314	15.7s	15.2s	204.3%	1 GB	11 GB	379.1 MB	1021.5 KB
98	2e/2cccad	10005	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:26.433	15.2s	14.8s	218.4%	1015 MB	11.7 GB	408 MB	976.9 KB
93	17/87b8ed	10475	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:26.800	15.9s	15.5s	210.1%	1.1 GB	11 GB	353 MB	1.1 MB
102	0d/ca830f	15267	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:37.234	12.8s	11.5s	202.7%	596.7 MB	11.7 GB	448.4 MB	708.4 KB
113	3a/fb0da4	17241	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:39.922	13.4s	12.6s	206.2%	714.1 MB	11.8 GB	526.5 MB	702.7 KB
95	17/fc7335	16690	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:39.019	14.4s	13.9s	214.8%	948.2 MB	11.9 GB	301.3 MB	978.1 KB
109	ca/585fd4	17756	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:40.615	14.3s	13.8s	213.5%	1 GB	11.8 GB	352.5 MB	943.3 KB
111	c6/da3034	18601	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:41.634	13.4s	12.8s	193.7%	659.2 MB	11.9 GB	516.3 MB	727.3 KB
112	29/91d9aa	18179	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:41.028	15.2s	14.7s	215.1%	1 GB	11.7 GB	374.7 MB	1 MB
110	9e/849192	19223	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 14:18:42.736	15.4s	14.9s	230.8%	1.1 GB	11.8 GB	374 MB	1.2 MB
114	8a/912dcf	25834	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (R1)	COMPLETED	0	2025-12-08 14:18:58.229	10.6s	10s	283.4%	499.4 MB	11.9 GB	104.2 MB	1.6 MB
128	2a/c507f7	27142	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.764	14.5s	14s	189.5%	1.2 GB	11.9 GB	579 MB	942.7 KB
124	29/2c5276	27168	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.773	14.4s	13.7s	199.6%	957.4 MB	11.7 GB	613.6 MB	883.3 KB
121	e0/1af553	27024	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.299	15.6s	15.1s	199.8%	1.2 GB	11.9 GB	617.6 MB	1 MB
116	73/978320	27122	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.734	15.4s	14.7s	183.8%	735.6 MB	11.7 GB	481.3 MB	922.2 KB
120	43/f4176f	27132	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.754	15.9s	15.5s	194.5%	1.1 GB	11.9 GB	685.8 MB	1.1 MB
122	a4/7a5067	27197	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.783	16.1s	15.6s	192.1%	1.2 GB	11.7 GB	645.7 MB	1 MB
118	5a/0de550	27227	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:22.793	16.9s	16.4s	204.6%	1 GB	10.9 GB	576.7 MB	1.6 MB
119	65/b097e7	34764	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:37.259	13.5s	12.6s	196.3%	669.9 MB	11.8 GB	469.6 MB	925.9 KB
130	f6/db1dcd	35829	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:37.951	14s	13.5s	200.2%	918.1 MB	11.9 GB	669.7 MB	900.5 KB
125	9e/8a9526	34725	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:37.231	15.3s	14.6s	197.9%	1.1 GB	11.9 GB	778 MB	1.1 MB
127	26/6c777b	35926	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:38.102	14.6s	14.1s	218.0%	741.1 MB	11.9 GB	471.4 MB	1.3 MB
123	92/6bce3d	36435	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:38.865	14.6s	13.7s	213.1%	822.8 MB	11.7 GB	825.9 MB	992 KB
126	79/f6418c	36219	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:38.631	14.9s	14.4s	211.2%	1.3 GB	11.8 GB	910.3 MB	956.5 KB
115	6e/dc9fe6	36952	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:39.653	15.3s	14.8s	203.3%	1.1 GB	11.7 GB	565.8 MB	1.2 MB
117	cc/8e31e5	42500	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:50.736	13.9s	13.4s	202.6%	946.5 MB	11.8 GB	465.5 MB	1 MB
133	b3/a7aade	44074	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:52.537	13.2s	12.8s	205.4%	874.7 MB	11.9 GB	711.1 MB	933.7 KB
129	57/a1abc6	43696	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:51.914	14.9s	14.4s	219.2%	971.4 MB	11.9 GB	796.3 MB	1.2 MB
131	c3/501325	44264	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:52.722	14.2s	13.7s	215.2%	1 GB	11.7 GB	578.7 MB	994.8 KB
135	92/dc3884	46161	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:54.954	12.6s	12s	215.6%	542.3 MB	11.9 GB	574.5 MB	833.3 KB
134	a4/3c3afa	45103	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:53.450	14.6s	14.2s	206.8%	1 GB	11.9 GB	623.9 MB	1.1 MB
132	e1/8841b7	45177	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 14:19:53.514	15.1s	14.6s	213.6%	1.2 GB	11.8 GB	616.4 MB	1.4 MB
136	31/d8315a	53155	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (R1)	COMPLETED	0	2025-12-08 14:20:10.200	22.3s	22s	112.4%	1.1 GB	1.2 GB	7.3 GB	3.4 MB
137	f8/eadcd3	54015	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (R1)	COMPLETED	0	2025-12-08 14:20:32.555	572ms	1s	101.8%	3 MB	11.6 MB	3.6 MB	5.4 KB
139	78/a734b6	54225	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (R1)	COMPLETED	0	2025-12-08 14:20:43.527	18.2s	18s	103.4%	357.6 MB	432.4 MB	5.9 GB	281.3 KB
140	79/4ffd3f	54289	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (R1)	COMPLETED	0	2025-12-08 14:20:43.759	57.1s	56s	100.3%	2 GB	2.1 GB	3.9 GB	31.9 MB
154	fd/2d041a	56884	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:30.153	9.4s	8.9s	270.9%	649 MB	14 GB	285 MB	695.2 KB
170	aa/2bde5b	56886	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:30.166	9.7s	9.1s	282.6%	650.8 MB	14.1 GB	593.5 MB	694.7 KB
150	54/86c69e	59160	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:39.852	8.6s	8s	284.4%	468.4 MB	14 GB	292 MB	694.6 KB
166	13/19540c	58909	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:39.540	9.8s	9.2s	304.0%	732.9 MB	14.2 GB	376.6 MB	695 KB
171	b9/478654	61502	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:49.320	8.2s	7.6s	327.2%	504 MB	14.1 GB	259.2 MB	695 KB
161	e7/2845f3	61122	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:48.454	9.2s	8.8s	307.4%	765.6 MB	14.2 GB	394.2 MB	694.8 KB
159	12/05d8f0	63451	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:57.711	7.7s	7.3s	299.7%	461.6 MB	14 GB	285 MB	694.6 KB
165	0d/d0bef9	63360	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 14:29:57.486	9.1s	8.6s	312.2%	832.9 MB	14.1 GB	361.2 MB	695 KB
