task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
95	cf/eadd04	170963	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:33:49.962	18.7s	18.1s	174.1%	901 MB	7.6 GB	301.3 MB	978.2 KB
101	43/a8cad8	170895	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:33:49.893	18.7s	18.1s	175.6%	788.1 MB	7.6 GB	535.9 MB	983.5 KB
99	9b/e987f7	170934	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:33:49.949	19.6s	19s	173.7%	690.1 MB	11.9 GB	379.1 MB	1021.5 KB
107	fc/8d3e7a	170906	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:33:49.924	19.9s	19.3s	178.4%	787.9 MB	11.9 GB	693.9 MB	1.2 MB
97	c1/5f6426	178485	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:08.628	13.5s	12.6s	182.8%	564.9 MB	11.4 GB	297.9 MB	717.1 KB
108	fc/19fdc2	178500	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:08.641	14s	13.4s	181.0%	798.8 MB	11.7 GB	531.7 MB	721.5 KB
105	eb/f9d945	177968	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:07.595	15.5s	15s	213.9%	761.7 MB	11.9 GB	332.8 MB	1.1 MB
96	bb/6f9461	177856	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:07.335	15.9s	15.5s	218.5%	883.1 MB	11.9 GB	360.7 MB	1.1 MB
104	c5/cfc3c6	178131	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:07.790	15.9s	15.3s	201.7%	1.1 GB	11.8 GB	606.2 MB	925.9 KB
103	52/9e6cf6	179634	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:09.804	15.2s	14.8s	206.2%	850.5 MB	11.9 GB	459.6 MB	962.5 KB
100	8f/5d1bd3	179508	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:09.549	16.2s	15.7s	205.0%	957.6 MB	11.7 GB	397.2 MB	1 MB
98	2b/de19b2	185651	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:22.161	15.9s	15.2s	198.3%	1 GB	11.8 GB	408 MB	976.9 KB
112	0c/7eab18	186713	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:23.078	15.4s	14.9s	200.4%	920 MB	11.8 GB	374.7 MB	1 MB
109	0a/67e841	187332	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:23.686	14.9s	14.2s	193.7%	1017.3 MB	11.7 GB	352.5 MB	943.3 KB
93	4d/b3b574	186401	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:22.682	16.3s	15.7s	203.4%	1004 MB	11.7 GB	353 MB	1.1 MB
111	a2/3cb510	188324	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:24.970	14.4s	13.9s	178.6%	831.5 MB	11.8 GB	516.3 MB	727.4 KB
113	a9/8ebaa8	188761	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:25.754	13.8s	13.2s	177.8%	477.4 MB	11.7 GB	526.5 MB	702.8 KB
110	90/121be6	187011	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-08 02:34:23.266	16.6s	16.1s	205.2%	1.1 GB	11 GB	374 MB	1.2 MB
114	1c/0e6125	195754	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (R1)	COMPLETED	0	2025-12-08 02:34:39.922	10.3s	9.7s	279.0%	482.2 MB	11.9 GB	104.2 MB	1.6 MB
119	7d/d38c91	197136	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.962	13.3s	12.7s	190.0%	543.4 MB	11.5 GB	469.6 MB	925.9 KB
123	e6/9211e8	197073	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.934	15.1s	14.2s	205.7%	1.1 GB	11.7 GB	825.9 MB	992 KB
125	e8/f5d4a3	197167	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.972	15.1s	14.6s	201.0%	1.1 GB	11.9 GB	778 MB	1.1 MB
122	48/cc0ee1	196942	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.479	15.6s	15.1s	205.4%	1.1 GB	11.9 GB	645.7 MB	1 MB
121	59/2aa16e	197064	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.921	15.4s	15s	202.3%	1.2 GB	11.9 GB	617.6 MB	1 MB
120	d3/4a0b94	197091	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.944	15.4s	15s	205.6%	1.1 GB	11.9 GB	685.8 MB	1.1 MB
118	b6/389e7e	197115	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:03.953	16s	15.4s	214.5%	1 GB	11.7 GB	576.7 MB	1.6 MB
117	4a/30e4b3	204687	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:17.305	15.4s	14.7s	188.2%	957.6 MB	11.9 GB	465.5 MB	1 MB
130	bd/e17160	206139	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:19.030	13.8s	13.2s	201.0%	995.5 MB	11.7 GB	669.7 MB	900.5 KB
127	6c/b2a04c	206162	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:19.067	14.1s	13.6s	219.6%	814.9 MB	11.9 GB	471.4 MB	1.3 MB
124	8e/8485a5	207072	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:19.925	13.7s	13.3s	208.5%	740.8 MB	11.9 GB	613.6 MB	883.3 KB
128	f3/20f41b	206574	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:19.384	14.8s	14.3s	192.9%	1.2 GB	11.7 GB	579 MB	942.7 KB
129	6a/26f985	206168	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:19.076	15.2s	14.7s	214.7%	1 GB	11.9 GB	796.3 MB	1.2 MB
126	b1/b8021c	206557	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:19.371	14.9s	14.4s	200.9%	1.3 GB	11.7 GB	910.3 MB	956.5 KB
116	32/f2d832	213954	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:32.697	13.4s	12.9s	195.7%	716.2 MB	11.9 GB	481.3 MB	922.2 KB
135	c9/2a5fe8	215494	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:34.236	13.3s	12.9s	211.5%	755.6 MB	11.7 GB	574.5 MB	833.3 KB
131	47/3f4da9	214296	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:33.138	14.5s	13.7s	207.5%	1.2 GB	11.7 GB	578.7 MB	994.8 KB
115	e9/1124a0	214090	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:32.835	14.9s	14.4s	202.6%	1 GB	11.9 GB	565.8 MB	1.2 MB
133	ab/3f0388	215440	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:34.189	13.9s	13.5s	202.3%	779.8 MB	11.7 GB	711.1 MB	933.7 KB
132	7f/f02cd3	214653	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:33.654	15.1s	14.6s	217.5%	1 GB	11.7 GB	616.4 MB	1.4 MB
134	a0/5b8602	215540	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-08 02:35:34.285	14.9s	14.6s	205.3%	978.5 MB	11.9 GB	623.9 MB	1.1 MB
136	33/d3132c	223254	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (R1)	COMPLETED	0	2025-12-08 02:35:50.790	23.1s	22s	111.1%	1.1 GB	1.2 GB	7.2 GB	3.4 MB
137	1c/01f7c1	224139	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (R1)	COMPLETED	0	2025-12-08 02:36:13.938	608ms	0ms	99.5%	1.9 MB	10.1 MB	3.6 MB	5.4 KB
139	ec/0f50d7	224353	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (R1)	COMPLETED	0	2025-12-08 02:36:24.985	17.7s	17s	103.6%	357.9 MB	432.5 MB	5.9 GB	281.3 KB
141	7d/ddd70b	224354	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (R1)	COMPLETED	0	2025-12-08 02:36:24.997	52.4s	52s	100.3%	2 GB	2.1 GB	3.9 GB	31.9 MB
161	eb/d803d0	226998	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:21.121	9.6s	9s	308.1%	1 GB	14.2 GB	394.2 MB	694.8 KB
164	d1/6552b2	226997	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:21.109	9.7s	9.1s	280.9%	611.1 MB	14.1 GB	376.6 MB	695 KB
163	f3/f7a6aa	229260	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:30.728	9.2s	8.7s	287.6%	756.5 MB	14.1 GB	361.2 MB	695 KB
156	ee/7b0e9e	229287	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:30.780	9.6s	9s	312.8%	921.7 MB	14.2 GB	340.4 MB	695.4 KB
160	a1/8c4ac4	231253	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:39.944	7.9s	7.4s	297.2%	492.5 MB	14.1 GB	285 MB	694.6 KB
170	28/ec49b1	231621	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:40.392	9.2s	8.7s	312.1%	837.5 MB	14.1 GB	593.5 MB	694.8 KB
172	1a/6a6d88	233257	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:47.883	8.9s	8.4s	270.0%	866.5 MB	14.1 GB	339.9 MB	694.7 KB
