task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
81	6b/cf57bd	87984	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_122026460-124977944)	COMPLETED	0	2025-12-07 11:49:03.545	899ms	114ms	52.9%	1.8 MB	4.6 MB	137 KB	3.7 KB
87	ed/56385d	88095	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_41229379-41237752)	COMPLETED	0	2025-12-07 11:49:03.647	805ms	127ms	51.4%	1.7 MB	4.6 MB	137.9 KB	4 KB
82	05/cc8f58	87889	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_47019913-54536574)	COMPLETED	0	2025-12-07 11:49:03.505	950ms	109ms	44.1%	1.7 MB	4.6 MB	137.6 KB	3.9 KB
76	d9/1d70d8	88057	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_36314720-64334167)	COMPLETED	0	2025-12-07 11:49:03.609	848ms	76ms	66.3%	1.7 MB	4.6 MB	138.5 KB	4.3 KB
83	24/138a69	88045	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_37285838-49348394)	COMPLETED	0	2025-12-07 11:49:03.595	874ms	120ms	50.4%	1.7 MB	4.6 MB	137.1 KB	3.7 KB
71	5a/3c3d19	88003	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr12_37235253-37240944)	COMPLETED	0	2025-12-07 11:49:03.557	914ms	79ms	58.3%	1.7 MB	4.6 MB	137 KB	3.7 KB
75	fd/e12f3d	87959	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_44033745-45877265)	COMPLETED	0	2025-12-07 11:49:03.535	947ms	86ms	57.1%	1.7 MB	4.6 MB	136.8 KB	3.6 KB
72	15/a846e0	88103	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr15_20729747-21193490)	COMPLETED	0	2025-12-07 11:49:03.676	810ms	118ms	43.7%	1.7 MB	4.6 MB	137.3 KB	3.8 KB
78	33/fefaff	87907	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_139453660-155760324)	COMPLETED	0	2025-12-07 11:49:03.516	983ms	83ms	47.8%	1.7 MB	4.6 MB	136.9 KB	3.7 KB
74	08/896b14	88098	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_39590436-39593013)	COMPLETED	0	2025-12-07 11:49:03.660	874ms	90ms	61.0%	1.7 MB	4.6 MB	137.1 KB	3.7 KB
84	e6/150147	89404	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_10001-207666)	COMPLETED	0	2025-12-07 11:49:04.242	461ms	62ms	100.8%	1.7 MB	4.6 MB	136.9 KB	3.5 KB
70	2e/1e99e3	89712	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_10001-1429358)	COMPLETED	0	2025-12-07 11:49:04.294	464ms	63ms	73.8%	1.7 MB	4.6 MB	137 KB	3.7 KB
88	a5/ec8ded	90396	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9055175-9057608)	COMPLETED	0	2025-12-07 11:49:04.439	358ms	48ms	105.7%	1.8 MB	4.6 MB	138 KB	3.8 KB
85	44/af4a32	90301	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_51078349-54425074)	COMPLETED	0	2025-12-07 11:49:04.398	404ms	47ms	126.7%	1.8 MB	4.6 MB	137 KB	3.7 KB
86	aa/dbc07d	90344	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855)	COMPLETED	0	2025-12-07 11:49:04.414	399ms	67ms	95.5%	1.7 MB	4.6 MB	137.2 KB	3.8 KB
58	d1/0ce88f	92424	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 11:59:48.721	11.6s	11s	141.8%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
59	dd/41e7a2	93360	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:00:00.344	13.5s	12.6s	119.8%	5.3 GB	12.4 GB	5.2 GB	3.6 MB
60	a5/df244f	94402	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:00:13.849	19s	18.3s	87.4%	5.3 GB	6 GB	5.2 GB	3.6 MB
55	e7/ea7471	95494	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:00:32.888	17.3s	16.4s	108.7%	4.6 GB	5.3 GB	5.2 GB	3.6 MB
23	2b/7426cd	96511	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:00:50.197	18.2s	15.8s	93.8%	4.7 GB	5.3 GB	5.2 GB	3.9 MB
35	67/ed7c9d	97568	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:01:08.508	12.3s	11.4s	87.1%	5.3 GB	6 GB	5.2 GB	3.6 MB
29	25/7f537c	98680	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:01:20.815	29.5s	28.8s	43.1%	5.1 GB	5.3 GB	5.2 GB	3.6 MB
56	ee/5a92f2	99936	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:01:50.306	8s	6.8s	125.8%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
61	df/5a7f9a	100560	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:01:58.359	7s	6.1s	135.9%	5.3 GB	12.6 GB	5.2 GB	3.6 MB
26	ab/be7616	101197	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:02:05.411	7.9s	7.4s	122.8%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
34	b4/f25aae	101896	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:02:13.302	11.5s	11s	126.9%	5.3 GB	12.4 GB	5.2 GB	3.6 MB
64	02/34a447	107764	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	COMPLETED	0	2025-12-07 12:02:24.862	6.5s	6s	147.6%	5.3 GB	12.2 GB	5.2 GB	3.6 MB
89	10/25abfd	109222	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (R1)	COMPLETED	0	2025-12-07 12:11:32.855	41.7s	41.1s	139.5%	6.2 GB	28.5 GB	6 GB	9.9 MB
90	ad/fd7573	110813	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (R1)	COMPLETED	0	2025-12-07 12:12:22.409	17.2s	17s	103.3%	376.8 MB	451.9 MB	5.9 GB	293.8 KB
91	ee/080bf0	110814	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (R1)	COMPLETED	0	2025-12-07 12:12:22.425	52.7s	53s	100.5%	2.9 GB	3 GB	4.1 GB	31.9 MB
97	e4/dd7a03	113535	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.751	10.9s	10.4s	175.4%	470.7 MB	11.8 GB	297.9 MB	717.1 KB
94	c2/7a4721	113478	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.710	12.2s	11.7s	170.8%	828.4 MB	11.8 GB	301.9 MB	801.9 KB
95	4d/ac9b80	113513	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.739	12.8s	12.2s	184.8%	717.8 MB	11.8 GB	299.8 MB	968 KB
103	40/5ce914	113490	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.723	13s	12.5s	201.7%	887.9 MB	11.9 GB	452.7 MB	955 KB
98	e5/42e798	113555	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.762	13.6s	12.9s	213.9%	1017.8 MB	11.7 GB	408 MB	981.2 KB
99	91/5c545a	113462	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.689	14.2s	13.7s	211.9%	990.5 MB	11.8 GB	376.1 MB	1016.3 KB
100	d3/0f80fa	113449	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:21:49.654	14.3s	13.7s	202.6%	1 GB	11.9 GB	397.2 MB	1 MB
101	4b/f48ce2	119744	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:00.701	16.4s	15.7s	189.0%	844.2 MB	11.9 GB	484.9 MB	983.5 KB
106	12/27272c	122523	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:03.365	14.8s	14s	174.6%	702 MB	11.7 GB	348.8 MB	731.1 KB
93	75/d2ca7d	121228	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:01.929	16.5s	16s	192.3%	1009.2 MB	11.7 GB	353 MB	1.1 MB
104	03/e6f1ce	121723	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:02.742	15.7s	15.3s	199.1%	1.1 GB	11.8 GB	603.9 MB	919.6 KB
107	b3/1c00cc	121518	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:02.556	16.7s	16.2s	202.9%	996.6 MB	11.7 GB	643.3 MB	1.2 MB
105	d8/76b465	122902	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:03.896	15.9s	15.5s	208.6%	762 MB	11.8 GB	332.8 MB	1.1 MB
96	3d/a14b3a	122947	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:03.955	17.3s	16.6s	209.6%	843.4 MB	7.6 GB	362.6 MB	1.1 MB
102	0b/e084a7	129103	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:17.158	13.6s	12.7s	189.3%	769.9 MB	11.9 GB	445.8 MB	702.8 KB
113	d8/f38c42	130862	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:19.303	12s	11.4s	185.7%	481.9 MB	11.9 GB	105.7 MB	702.8 KB
108	17/f281c9	129887	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:18.184	13.2s	12.8s	198.6%	730.3 MB	11.9 GB	477.7 MB	716.8 KB
111	47/f0de97	130282	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:18.465	14.2s	13.7s	195.3%	743.8 MB	11.8 GB	516.8 MB	727.9 KB
112	da/c7b45d	130179	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:18.409	14.9s	14.5s	213.4%	978.5 MB	11.8 GB	373.2 MB	1 MB
109	03/573f66	131163	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:19.822	13.8s	13.3s	211.9%	1001.4 MB	11.9 GB	352 MB	934.2 KB
110	2f/f1ca29	131963	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	COMPLETED	0	2025-12-07 12:22:21.234	15s	14.5s	218.6%	1 GB	11.8 GB	374 MB	1.2 MB
114	cd/e451bb	138474	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (R1)	COMPLETED	0	2025-12-07 12:22:36.340	10s	9.4s	296.8%	499.5 MB	11.9 GB	104.1 MB	1.6 MB
130	3e/8d728d	139664	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:22:59.480	13.9s	13s	200.6%	700.7 MB	11.7 GB	617.2 MB	898.7 KB
119	7b/d6ef7e	139840	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:22:59.956	13.5s	13s	197.0%	742.4 MB	11.7 GB	469.6 MB	924.2 KB
124	b0/02cc30	139876	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:22:59.974	13.6s	13.1s	195.4%	932.4 MB	11.7 GB	613.5 MB	882.8 KB
116	75/8693f3	139932	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:00.003	14.5s	13.8s	183.3%	915.3 MB	11.7 GB	481.3 MB	924.3 KB
127	6e/606043	139810	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:22:59.940	14.7s	14.3s	212.3%	863 MB	11.9 GB	471.4 MB	1.2 MB
121	c1/b96d5c	139907	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:22:59.991	15s	14.6s	201.2%	1.2 GB	11.9 GB	617.6 MB	1 MB
118	c1/06c4d2	139792	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:22:59.926	15.4s	14.9s	215.3%	1.1 GB	11.7 GB	576.7 MB	1.6 MB
115	ec/371d6e	147326	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:13.392	15.5s	15s	198.8%	1.2 GB	11.9 GB	565.8 MB	1.2 MB
129	d9/9739ef	147442	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:13.564	15.5s	15.1s	213.1%	931.9 MB	11.7 GB	821.4 MB	1.2 MB
123	1d/6bcd0b	147384	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:13.480	16s	15.7s	195.1%	1016.7 MB	11.7 GB	773.4 MB	981.3 KB
122	26/f72768	148710	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:14.478	15.2s	14.8s	210.5%	1.2 GB	11.9 GB	645.7 MB	1 MB
117	6d/5cf164	148768	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:14.618	15.1s	14.7s	196.6%	953.5 MB	11.9 GB	465.5 MB	1 MB
128	f9/08ad44	149392	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:15.303	15s	14.4s	184.6%	856.8 MB	11.9 GB	578.9 MB	935.9 KB
120	cc/b3fd69	149238	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:15.043	16.5s	16.1s	204.0%	1 GB	7.6 GB	685.8 MB	1.1 MB
135	a0/cd627d	157763	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:30.309	11.5s	10.9s	192.3%	437.1 MB	12.1 GB	98.5 MB	824.9 KB
125	a2/11a09a	156642	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:29.065	14.1s	13.5s	221.6%	969.7 MB	11.7 GB	778 MB	1.1 MB
126	6a/09b721	156440	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:28.919	14.3s	13.8s	215.8%	998.3 MB	11.7 GB	910.3 MB	953.3 KB
134	91/d181c3	157133	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:29.533	14.2s	13.8s	206.2%	1 GB	11.9 GB	623.9 MB	1.1 MB
131	6d/2579a8	157307	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:29.679	14.1s	13.6s	202.3%	1.1 GB	11.7 GB	578.7 MB	999.4 KB
132	4e/fc5db7	157358	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:29.762	14.5s	14.1s	227.3%	1 GB	11.9 GB	616.4 MB	1.4 MB
133	b6/09b1b7	158487	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	COMPLETED	0	2025-12-07 12:23:31.581	13.5s	13s	185.8%	781.2 MB	11.9 GB	711.1 MB	933.7 KB
136	db/7c2b32	165686	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (R1)	COMPLETED	0	2025-12-07 12:23:46.596	25.9s	25s	106.3%	1.1 GB	1.2 GB	7.2 GB	3.3 MB
137	a1/1125e3	166566	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (R1)	COMPLETED	0	2025-12-07 12:24:12.546	641ms	1s	105.1%	2.5 MB	10.2 MB	3.4 MB	5.4 KB
139	c7/1e97f3	166757	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (R1)	COMPLETED	0	2025-12-07 12:24:19.625	18.4s	18s	103.2%	357.5 MB	432.3 MB	5.9 GB	279.6 KB
140	99/f341c6	166758	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (R1)	COMPLETED	0	2025-12-07 12:24:19.637	55.7s	55s	100.3%	2 GB	2.1 GB	3.9 GB	31.9 MB
155	6b/cca7bd	168135	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:24:36.078	40.6s	40.1s	160.4%	1.1 GB	14.2 GB	346.8 MB	1.1 MB
152	c1/5e00d3	168459	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:24:38.046	39s	38.5s	183.6%	1.8 GB	14.2 GB	448.5 MB	1.1 MB
148	4e/07731c	171592	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:25:16.719	46.4s	46s	176.3%	1.9 GB	14.2 GB	372.7 MB	1.1 MB
141	df/713109	171702	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:25:17.027	59.4s	58.9s	153.3%	2.1 GB	14.2 GB	344.1 MB	1.1 MB
156	a7/95ade3	174617	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:26:03.141	37.2s	36.8s	203.2%	1.6 GB	14.2 GB	393.3 MB	1.1 MB
145	87/a2eb51	176031	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:26:16.479	44s	43.5s	158.5%	1.3 GB	14.2 GB	389.4 MB	1.1 MB
151	1b/fa27b4	177566	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-07 12:26:40.350	39.7s	39.1s	157.1%	1.2 GB	14.2 GB	443.5 MB	1.1 MB
