task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
49	db/c89278	107463	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	CACHED	0	2025-12-08 11:08:23.888	9.3s	8.6s	114.9%	5.3 GB	12.4 GB	5.2 GB	3.6 MB
51	99/e50da7	111740	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (R1)	CACHED	0	2025-12-08 11:09:28.130	6.5s	5.9s	146.4%	5.3 GB	5.9 GB	5.2 GB	3.6 MB
89	72/767cd1	115389	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (R1)	CACHED	0	2025-12-08 11:18:02.680	44s	43.3s	139.9%	6.4 GB	28.5 GB	6 GB	9.9 MB
90	72/829d8e	117160	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (R1)	CACHED	0	2025-12-08 11:18:53.717	18.7s	18s	102.4%	355.6 MB	430.2 MB	5.9 GB	293.8 KB
91	8f/444bbf	117164	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (R1)	CACHED	0	2025-12-08 11:18:53.733	55.9s	55s	100.3%	2.9 GB	3 GB	4.1 GB	31.9 MB
93	40/7f82c7	120151	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.835	14.9s	14.3s	186.9%	1003.8 MB	11.7 GB	353 MB	1.1 MB
106	45/ad03c8	120090	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.790	13.2s	12.6s	165.9%	890.8 MB	11.9 GB	348.8 MB	731 KB
96	32/b25c5f	126449	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:24.078	19.9s	16.5s	211.7%	967 MB	10.9 GB	362.6 MB	1.1 MB
108	20/50bfdb	120092	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.801	14.3s	13.1s	168.3%	671.4 MB	11.9 GB	477.7 MB	716.8 KB
105	6c/dc2f68	129587	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:27.949	15s	14.5s	210.7%	802.9 MB	11.9 GB	332.8 MB	1.1 MB
95	6a/eea140	129237	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:27.628	15s	14.5s	205.4%	880.2 MB	11.7 GB	299.8 MB	968 KB
97	6c/9ed44b	120106	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.812	11.2s	10.6s	179.4%	468.6 MB	11.8 GB	297.9 MB	717.1 KB
100	1d/14c233	135221	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:40.134	16.5s	16s	191.6%	1.1 GB	11 GB	397.2 MB	1 MB
99	7f/e7d344	120084	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.758	15.2s	14.6s	189.3%	1 GB	11.7 GB	376.1 MB	1016.3 KB
102	35/df392d	128205	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:26.023	14.1s	13.2s	175.9%	499.9 MB	11.8 GB	445.8 MB	702.7 KB
98	7c/a042ad	129317	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:27.736	16.2s	15.6s	199.9%	1001.9 MB	11.7 GB	408 MB	981.1 KB
104	94/37a3d7	120177	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.844	14.3s	13.8s	192.9%	1.1 GB	11.8 GB	603.9 MB	919.6 KB
94	92/c9830d	128769	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:27.157	14s	13.5s	171.9%	886.3 MB	11.9 GB	301.9 MB	801.8 KB
101	0c/4743c4	128811	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:27.200	15s	14.6s	193.2%	786.3 MB	11.9 GB	484.9 MB	983.4 KB
103	ca/128bf1	136278	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:41.168	14.4s	14s	213.7%	934.7 MB	11.9 GB	452.7 MB	954.9 KB
107	e0/5687e6	120134	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:12.825	14.8s	14.3s	210.5%	1000.5 MB	11.7 GB	643.3 MB	1.2 MB
111	a2/941f53	137118	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:42.225	13.5s	12.7s	186.9%	800.9 MB	11.9 GB	516.8 MB	727.9 KB
112	7e/7d733a	138537	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:43.971	14.7s	14.3s	230.6%	1016.9 MB	11.9 GB	373.3 MB	1 MB
109	d9/54d178	138506	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:43.915	14.5s	14s	202.8%	1002.1 MB	11.9 GB	352 MB	934.2 KB
113	6e/3f0fe3	137630	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:42.608	11.3s	10.6s	192.4%	469.9 MB	11.7 GB	105.7 MB	702.7 KB
110	f6/b8c884	137929	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (R1)	CACHED	0	2025-12-08 11:28:42.944	14.6s	14.2s	220.9%	1.1 GB	11.7 GB	374 MB	1.2 MB
114	0b/24b3db	145802	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (R1)	CACHED	0	2025-12-08 11:28:58.698	10.1s	9.4s	293.5%	488 MB	11.8 GB	104.1 MB	1.6 MB
121	64/e61c3c	156116	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:37.883	16.5s	16.1s	192.7%	1.2 GB	7.6 GB	617.6 MB	1 MB
124	f6/7b3429	147099	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:21.963	15.5s	14.9s	181.2%	863.3 MB	11.8 GB	613.5 MB	882.8 KB
126	08/a5e8ba	147140	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:22.005	14.9s	14.5s	189.0%	1.3 GB	11.9 GB	910.3 MB	953.3 KB
115	1f/61d3f4	156104	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:37.869	17.1s	16.5s	183.4%	1.1 GB	7.6 GB	565.8 MB	1.2 MB
123	5f/74f8b2	156924	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:39.233	14.9s	14.2s	218.5%	934.7 MB	11.7 GB	773.4 MB	981.4 KB
117	e4/b8dfcf	155374	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:36.676	17.4s	16.4s	167.1%	1 GB	11 GB	465.5 MB	1 MB
129	30/51e8e0	147207	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:22.035	17.2s	16.7s	191.1%	953.9 MB	7.5 GB	821.4 MB	1.2 MB
116	3b/331cb6	155597	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:36.952	17.2s	16.5s	166.9%	1.1 GB	11 GB	481.3 MB	924.4 KB
118	d3/5574e0	163792	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:54.120	15.4s	15s	220.6%	923.4 MB	11.9 GB	576.7 MB	1.6 MB
125	0a/30d1fc	155408	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:36.704	17.9s	16.9s	174.6%	1.2 GB	7.6 GB	778 MB	1.1 MB
122	e8/1b5bbf	147117	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:21.987	15.9s	15.4s	203.3%	1016.9 MB	11.7 GB	645.7 MB	1 MB
119	cf/715b0b	155763	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:37.470	14.3s	13.7s	187.9%	595.4 MB	11.9 GB	469.6 MB	924.2 KB
130	2d/3e85b1	162996	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:51.766	15.8s	15.1s	174.9%	951.3 MB	11.9 GB	617.2 MB	898.8 KB
120	9d/fd6891	147239	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:22.048	15.8s	15.4s	191.7%	1 GB	11.8 GB	685.8 MB	1.1 MB
128	3c/0f28f4	147007	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:21.502	15.2s	14.3s	183.0%	1.2 GB	11.7 GB	578.9 MB	935.9 KB
127	23/0c05e6	147171	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:22.020	14.7s	14.2s	199.9%	896.4 MB	11.9 GB	471.4 MB	1.2 MB
131	f2/19c43e	163798	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:54.134	14.8s	14.5s	203.1%	1.2 GB	11.9 GB	578.7 MB	999.5 KB
132	87/ad756a	163865	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:54.185	15.6s	15.1s	215.8%	1.1 GB	11.9 GB	616.4 MB	1.4 MB
133	c1/ec9d0e	164611	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:54.943	14.3s	13.9s	183.4%	771.7 MB	11.7 GB	711.1 MB	933.7 KB
135	18/b26228	163998	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:54.365	12.3s	11.8s	191.4%	512.4 MB	11.9 GB	98.5 MB	825 KB
134	0a/2757fe	164293	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (R1)	CACHED	0	2025-12-08 11:29:54.600	15.4s	14.9s	204.9%	1 GB	11.7 GB	623.9 MB	1.1 MB
136	bc/3698ce	172403	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (R1)	CACHED	0	2025-12-08 11:30:11.531	25.1s	24s	101.4%	1.1 GB	1.2 GB	7 GB	3.3 MB
137	d6/4a0c59	173268	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (R1)	CACHED	0	2025-12-08 11:30:36.711	731ms	0ms	101.8%	2.5 MB	10.2 MB	3.4 MB	5.4 KB
139	8d/84ec18	173453	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (R1)	CACHED	0	2025-12-08 11:30:43.510	19.9s	20s	102.4%	357.3 MB	432.2 MB	5.9 GB	279.6 KB
140	96/9da062	173514	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (R1)	CACHED	0	2025-12-08 11:30:43.747	57.3s	56s	100.2%	2 GB	2.1 GB	3.9 GB	31.9 MB
153	16/08f17b	187967	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:33:59.748	47.1s	46.5s	172.3%	1.8 GB	14.2 GB	599.9 MB	1.1 MB
142	81/a79045	179085	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:31:49.756	1m 3s	1m 2s	151.6%	2.2 GB	14.2 GB	344.1 MB	1.1 MB
147	c0/a4b777	181776	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:32:36.934	44.4s	43.9s	178.8%	1.7 GB	14.2 GB	404.7 MB	1.1 MB
154	91/952c14	175253	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:31:03.440	46.3s	45.9s	181.7%	1.5 GB	14.2 GB	351.8 MB	1.1 MB
144	53/ac1bd6	178355	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:31:42.896	54s	53.6s	164.3%	1.9 GB	14.2 GB	292.8 MB	1.1 MB
149	11/f295f7	184976	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:33:21.373	38.4s	37.8s	194.9%	1.8 GB	14.2 GB	396.1 MB	1.1 MB
145	6b/b98ef5	185381	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:33:24.421	47.8s	47.3s	180.2%	1.7 GB	14.2 GB	353.9 MB	1.1 MB
156	3e/74245b	174774	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:30:59.785	43.1s	42.6s	183.6%	1.8 GB	14.2 GB	393.2 MB	1.1 MB
